TIME(SECONDS)		FISH1	FISH2	FISH3	FISH4	FISH5	FISH6	FISH7	FISH8	FISH9	FISH10	FISH11	FISH12	FISH13	FISH14	FISH15	FISH16	FISH17	FISH18	FISH19	FISH20	FISH21	FISH22	FISH23	FISH24	FISH25	FISH26	FISH27	FISH28	FISH29	FISH30	FISH31	FISH32	FISH33	FISH34	FISH35	FISH36	FISH37	FISH38	FISH39	FISH40	FISH41	FISH42	FISH43	FISH44	FISH45	FISH46	FISH47	FISH48	FISH49	FISH50	FISH51	FISH52	FISH53	FISH54	FISH55	FISH56	FISH57	FISH58	FISH59	FISH60	FISH61	FISH62	FISH63	FISH64	FISH65	FISH66	FISH67	FISH68	FISH69	FISH70	FISH71	FISH72	FISH73	FISH74	FISH75	FISH76	FISH77	FISH78	FISH79	FISH80	FISH81	FISH82	FISH83	FISH84	FISH85	FISH86	FISH87	FISH88	FISH89	FISH90	FISH91	FISH92	FISH93	FISH94	FISH95	FISH96			CLOCK
134640	134700	0.5	0.8	0.4	0.8	1.5	0.1	2	1.6	0.5	1.1	0.8	0.7	1.7	0.5	0.3	0.3	0.7	0.5	1.5	0.8	0	0.2	0.7	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	1.5	0	1.4	2.3	0.5	12.3	2.9	2.5	2.1	3.7	3.1	3.4	6.7	3.8	0.1	1.9	2.8	0	1.2	0.8	0	0	7.2	2.1	1.6	1.2	6.9	5.1	1	2.4	0.5	7.7	2.2	0	2.1	5.2	1.2	0	0.1	6.3	0.4	0	6.4	0.8	6	0.7	3.1			1.046
134700	134760	0.7	0.8	0.6	0.5	1.8	0	0	1.7	0.7	0.3	1.6	0.6	4.7	0.8	1.3	0.2	1.9	1.4	1.5	1.5	0.1	0.3	0.1	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	1.6	0	2.6	5.9	0.8	8.9	0.4	7.2	3	0.2	3.3	4.9	3.9	5.8	0	5.7	0.5	0	3.2	0	0	2.8	6.1	4.3	2.4	1	3.7	5	0.8	1	0.6	5.1	5.3	0	1.5	7.3	0	0	0.4	7.5	0.1	0	8.1	0.7	5.3	6.2	1.7			1.062
134760	134820	0.6	1.1	0.3	2.3	1.6	0.2	0.2	0.1	0	0.6	1	0.1	0.8	1.8	1	0.1	0.3	0.7	0.9	0.3	1.2	0.6	0.1	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1	0.3	0	1	7.2	0	8	2.8	7.5	1.6	1.1	4.2	6.2	6.7	5.2	0	1.8	2.4	0	3.8	0	0	2.4	0	1.1	2.8	0	3.2	5.5	0.6	0.4	1.2	6.6	5.4	0	3.9	2.2	1.1	0	2.5	0.1	1.5	2.7	7.2	0.5	6.8	2.8	2.1			1.079
134820	134880	0.7	1.4	1.5	0.6	0.9	1.1	0.5	0.2	1.5	0.1	1.1	0	2.8	0	1.9	0.6	0.7	1.5	0.8	3.3	0.1	0.6	0.3	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	1	0	3.2	2.6	1.1	11.6	3	0	2.1	4.2	0.7	7.3	4.1	4.4	0	2.9	0	0	6.2	0	0	2.1	0	3	1.1	2	6	4.4	0.8	0.7	0.8	3.1	5.7	0	2.1	1.7	1	0	0.7	6	0	0.2	4.8	1.3	6.4	4.6	2.1			1.096
134880	134940	0.8	0.1	1.8	1.5	1	0.7	0.3	0	1.7	0.5	1.2	0.1	2.9	0.5	0.8	0.4	0.2	1.8	0.9	0	0.5	0.3	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4	0.5	0	2.2	4.1	1.3	13.6	2.6	0.8	1.5	3.6	0.5	2.6	4.7	1.2	0	4	0.7	0	6.6	0	0	4.3	0	4.2	2.8	0.7	3.3	3.4	1.6	0.8	0.9	0.2	4.1	0	1.1	0.5	0	0	3.7	0.3	0.7	0.9	1.7	2.4	6.1	7.1	1.7			1.112
134940	135000	0.7	0.7	0	2.9	1	0.4	0.3	0.2	1.2	0.7	0.4	0.5	2.2	1.2	0.2	0.9	1.8	0.6	0.7	0.4	0.6	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	2	0	5.3	4.7	2.8	9.1	4.3	3.9	0.9	2.1	2.1	1.1	4	1.3	2.1	3	3.2	0	7.2	0	0	4.9	0	4.3	2.4	2	2.3	4.3	1.9	0.1	1.6	0	3	0.1	3.9	0.3	0	0	5.7	0	2.1	4.8	0.7	0.5	7.6	5.4	0.5			1.129
135000	135060	1.4	0.5	0.9	0.1	2.3	0.6	0.8	0	2.8	0.3	0.5	0.7	2.5	0.7	0.7	0.3	0.1	0.7	1.1	0.6	0.6	0.4	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	1.2	0	4.2	4	1.9	8	6	2.6	5.1	2.6	0.5	4.8	4.2	0.1	2.8	3.4	3	0	7.4	0.1	0	6.2	0	0.6	3.4	1.5	0.5	5.6	2.8	2.3	0.5	0	5.5	0.1	3.3	0	0	0	2.7	0	0.7	3.3	1.9	1.4	7	4.8	1.3			1.146
135060	135120	1.4	1.8	1.8	2.1	1.4	0.6	1.4	0.2	1.6	0.7	0.4	0.2	2.2	0.5	0.2	0.5	1.1	1.8	0.6	0.6	1	0.3	1.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	2.8	0	1.1	4.1	1.1	9.2	2.1	1.9	0.2	4.9	0.3	7.5	1.1	1.2	2.9	3.8	3.3	0	9.2	0.9	0	3.3	0	0	4.2	1	4	4.2	2.1	0.3	1.8	0.2	5	1.5	2.2	0.4	1.6	0	0.1	0	1.5	6	2.1	0.4	8.6	3.6	1.2			1.162
135120	135180	0.8	0.9	0.3	1	2.1	0.1	0.2	0.2	3	1	0	0.9	1.7	0.4	1.1	2	0.7	1.6	1.2	1.4	0.8	0.7	0.3	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0.8	4.1	1.6	9.6	4.2	4.8	2.9	4.8	0	8	3.3	1.5	3.1	5.5	2.1	0	7.1	1.1	0.1	4.8	0	0	4.7	2.5	5.5	2	3.1	0.2	0.9	0	5.4	1.1	0.8	1.6	0	3.5	0.7	0	3.1	3.2	3.1	0.8	9.3	5.3	0			1.179
135180	135240	1.1	1	0.6	2.6	1.9	0.2	1.2	0.5	2	0.6	1.7	0	1.1	0.9	0.5	1.7	1.2	0.3	1.3	1.7	0	1.3	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	3.5	0	1.9	4.2	0.8	12.3	4.2	5.2	1.9	1.9	0	4.9	0	0.1	3.3	0.4	1.6	0	8.4	0	0.1	6.8	0	0.3	2.3	3.3	6.4	5.9	1.8	0	0.6	0	4	1.9	2.5	0.3	0	0.1	0.9	0	0.9	2	4.3	1.4	7.9	5.8	1.4			1.196
135240	135300	0.8	0.1	0.9	2.1	2.7	0.2	0.1	0.8	0.2	0.8	1.5	0	1.4	1.4	0.4	1.4	0	0.7	1.6	0.3	0.2	0.2	1.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0	3.7	6.1	1.8	9.8	5.7	3.5	3.4	3.7	0.1	10.1	0.1	0.5	2.5	2.9	2.8	0	7.8	0.3	0	5.5	0	1.5	3.4	2.1	5	7.8	0.7	0.2	2.2	0	3.8	1.1	1.7	1.3	0	0	1.7	0	2.1	4.7	4	2.9	6.6	6.8	2.8			1.212
135300	135360	0.2	1.1	2.2	2.2	1.4	0	0.5	0.1	2.4	1.4	1.8	0	2	0.7	1.2	1.1	1.3	0.5	0.2	3.8	0.2	1.2	0.5	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	5.6	0	0.3	6.1	1.8	7.8	3.6	0.9	3.7	4.2	0	10.1	0.2	0.3	2	2.2	2	0	7.7	4.5	0	0.5	0	0.1	1	1.5	4.1	6.6	0.2	0	0	0	4	3.9	3.7	1.1	0	0	2.3	0	3.8	1.7	4.6	3.1	7.7	6.2	0.6			1.229
135360	135420	0.6	0.1	0	0.2	1.5	0.3	0.2	0.3	0.5	0.3	0.4	0	3.3	0.5	1.6	3	0.5	1	0.3	1	0.4	1	0.6	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	5.7	0	0.4	6.8	0.2	11.8	0	1.9	5.5	3.4	0	8.5	0.1	0.2	2.8	3	2	0	9.4	1.5	0	1.1	0	1.6	2.6	1.7	2.2	6.3	1.9	0	0	0	5.1	3.7	1.4	1.3	0	1.3	0.1	0	1.2	2.8	5.6	0.9	7.4	4.5	1.3			1.246
135420	135480	0.8	0.5	1.3	0	1.2	0.4	0.2	0.3	1.3	0.4	0.8	0.6	1.8	1	0.5	1.1	0.3	1.7	0.2	0.9	0.8	0.4	0.4	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5.8	0	0.1	2.7	1.1	14	0	3.3	4.6	0.3	0	1.6	0	0.6	5.3	4.1	1.2	0	0.7	0.1	0	3.2	0	4.1	0.8	1.3	2.7	7.2	0.3	0	0	0	3.3	1.9	3.1	1	0	3.8	1.7	0.4	4.2	0.2	6.8	0.7	9.2	5.4	1.8			1.262
135480	135540	0.6	0.4	2.2	1.6	2.3	0.1	0.3	0.1	4.1	0.3	0.4	0.7	2.3	0.8	0.4	1.8	0.5	0.2	1.2	1.1	0.7	0.1	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	8.5	0.1	0	4.7	1.8	6.2	3.8	4.7	3.2	0	0	0.3	0	0.3	8.4	3.9	0.8	0	0	0	0	1.9	0	4.8	0	0	0.8	4	1.3	0.8	0	0	2	0	4.7	0.5	0.6	0	1	3.1	1.4	3.5	4.7	2.2	8	5.5	1.2			1.279
135540	135600	0.4	0.9	2.3	4.2	0.4	0.6	0	1.5	0.1	1.3	1.1	0.2	1.4	0.5	0.8	0.9	1.7	0.2	1.2	2.3	0.6	0.8	1.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	5.5	0	0.7	1.5	1.3	0	6.6	0	2.4	0	0	0	1.4	0.4	2.8	1.3	4.8	0.3	0	0	0	0.8	0	4.3	0	0.8	3	5.3	0.3	1.1	0.1	0.1	2.5	0	4.9	0	0.9	0	2	3.1	0.7	5.7	7.2	0.8	7.7	6.5	0.3			1.296
135600	135660	0.6	1.2	2.1	3.6	1.3	0.3	1	0.2	3.4	0.2	0.4	0.3	3.4	1	1.2	1.1	1.3	0.5	0.2	1.6	0.9	0.2	2.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	4.1	0	2.1	2.9	3.7	0	6.4	0	3.9	1	0	0	0.8	0.3	3.4	2.5	4.8	0.6	0.1	0	0	1.9	0	5.4	0	0.1	4.5	1.7	2.1	1.8	0	0	0	0	4.3	1.1	0.2	0	1.8	3.7	1.2	4.1	7.5	1	7.6	5.5	0			1.312
135660	135720	1.4	0.7	1.1	2.4	0.6	0.6	2.1	0.3	0.2	0.8	0.3	1.1	2.7	0.6	0.1	1	1.7	0.2	0.2	1.9	0.3	0.3	0.5	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	4.8	0	0.9	4.2	5.3	0	3.2	0.1	5	1.5	0	0	0.6	0.5	5.4	1.1	0.9	1.1	0	0.5	0	4.2	0	3.1	2.4	0.7	0.5	1.3	0.4	0.7	0	0	0	0	3.7	3.3	0	0	2.1	4.9	1.6	2.6	6.1	0.8	9.7	5	0			1.329
135720	135780	0	0	1.3	0.4	1.9	0.6	1	0.9	2.2	0.2	1.8	0.2	1.7	1	1	0.3	1.2	0.4	0	0.6	0.3	0.1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	1.5	0	3.7	5.5	2.1	0	1.3	0	4.2	4	0	0	0.9	0.1	6.7	1.3	0.3	3.9	0.1	2.8	0	4.9	0.3	5.9	4.8	1.9	1.9	1.5	2.4	0.6	0	0	0	0	1.1	4	0	0	0.7	6.9	0.8	3.3	0.3	2	8.7	4.9	0			1.346
135780	135840	1.1	0	2.1	1.7	1.9	0.3	2.1	1.9	3.7	0	1.7	0	1.8	0.5	0.7	0.8	1.4	0.6	0.2	1.2	0.6	0.5	1.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0.5	0	2.5	4.9	2.7	0	4.6	0	2.2	2.4	0	0	1.2	0.1	6	2.4	5	0.3	1	1.6	0	4.2	2.1	8.8	3.9	1.1	3.7	0.3	1.8	2.6	0	1.1	0	0	1	0.5	0	0	1	7.2	0.4	0.3	0	2.2	8.4	5.5	0			1.362
135840	135900	0.4	0.1	0.6	3.9	1	0.7	0.4	0.2	4.7	0	2	0.1	3.8	0.3	0	0.6	1	0.3	1.4	0.3	0	0.3	0.4	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0.1	1.5	6.1	3.3	0	0.1	0	2.5	1.6	0	0	1.5	0.1	3.8	1.8	5.8	0	6.7	1.4	0	7.1	1.1	7.3	2.6	1.5	7.1	0.6	0.6	1.1	0	0.4	0	0.1	1.9	0	0.4	0	1.2	7.2	0.2	4.3	0	0.3	7.5	6.6	0			1.379
135900	135960	0.7	0	2.5	1.5	1.2	1.1	0.5	0.2	1.1	0.8	1.6	0.9	4.3	0.8	0.3	1.2	0.3	0.7	1.9	1.4	0.3	0.6	1.9	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0	0.9	0.6	6.4	4.9	0	1	0.2	3.4	2.5	0	0	0.5	2.8	0	1.5	1.3	0	6.9	0	0	4.3	2.7	6.7	1.7	0.7	8.1	1.6	2.1	2.3	0	1.4	0	0	3	0	2.2	0	0.7	4.4	0.7	5.4	0.1	0.6	0.6	7.3	0			1.396
135960	136020	0.8	0.3	2.4	1.4	1.7	0.7	0.1	0.8	0.6	1.5	0.5	1.7	3.5	0.9	1.7	0.4	0.6	0.9	2.6	0.1	1.2	0.6	0.5	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0	6.6	4	0	1.5	0.5	2.9	2.9	0	0	0	3.7	0	1.5	1.8	0	9.7	0	0	4.1	2.9	6.5	3	0.4	6.7	0.2	0.4	4.8	0	1.4	0	0	1.3	0	1.5	0	1.6	5.8	0.1	7.1	0	0.8	1	7.7	0			1.412
136020	136080	0.3	0.1	2.4	1.1	2.1	0.2	0.1	0.3	2.1	0.8	1.6	0.1	1.5	0.4	0.3	1	0.3	0.2	0.2	2.3	0.9	1	2	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	3	0	2.5	6.2	5.5	0	2	1.3	3.9	2.9	0	0	0	6	0	2.3	3	0	7	0	0	2.6	3.7	4.3	2.4	0.1	6.7	1.9	3.5	4.7	0	0.8	0	0	0.2	0	1.2	0	2.4	6.1	0.4	2.6	0	0.9	7.1	5.3	0			1.429
136080	136140	0.7	0.3	1.1	2.2	1.6	0.6	0.2	0.2	1.2	0.4	0.4	0.3	3.5	0.1	0.1	0.6	0	0.4	0.9	0.8	0.7	0.8	0.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1	0	0	2.6	3.5	0.6	0	0.8	1.5	5.9	3.9	0	0	0	6.6	0	2.7	5.8	0	9.1	0	0	1.9	5.6	5.6	4.3	0.1	2.7	3	4.2	4.4	0	1.1	0	0	0.3	1.7	0.1	0	3.1	5.8	0	2.4	0	1.6	7.1	6.4	1.1			1.446
136140	136200	0.1	0.5	1.3	2	3	0.2	0.2	0.9	0	1.5	2	0.3	2.4	0.7	0.1	1.3	0	1.3	0.8	0.6	0.7	1.6	1.1	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7	0	0	1.1	7.5	1.7	0	1.7	2.4	4.1	1	0	0	0	5.8	0	2.8	0.4	2.5	5.7	2.6	0	3.3	5.2	0.5	3.3	0.1	0	0.6	5.2	3.7	0	0.8	0	0.3	2.1	4.6	0	0	4	7.1	0.2	2.8	0	0	8.4	3.4	3.4			1.462
136200	136260	0.1	0.2	1.3	1.6	3.2	0.7	1.7	0.4	1.2	1.7	2.3	0.1	3.4	0.7	0.7	0.9	0.1	0.3	0.3	0.2	0.8	0.7	0.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	1.2	0	2.2	7.1	0.4	0	0	4.3	3.1	3.7	0.8	0	0	6.2	0	1.7	0.5	4.8	0.3	0.8	0	1.1	4.8	0.1	0.7	0.3	0	2.1	5.6	0	0	2	0	1.5	0	4.4	2.1	0	0.4	4.6	0.4	5.9	0	0.7	8.7	0.5	3.4			1.479
136260	136320	0.6	1.3	0.2	0.9	3.3	0.1	0.7	0.4	4.5	1	0.2	0.5	2.7	0.5	2.7	1.6	0	0.6	0.9	0.2	0.9	0.8	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	2.7	0.5	3.5	5.2	3	0	0.8	2.3	1.8	4.3	2.9	0	1	4	0	1.8	3.7	3.8	1.3	0.4	0	4.9	0.2	0	1.1	0.6	0	2.4	3.4	2.4	0	0.7	0	0.6	0	5.1	1.2	0	0.6	5.2	0.7	5.8	0	0.8	8.8	1.2	3.9			1.496
136320	136380	1.6	0.5	0.7	3.4	2.2	0.6	1.1	0.1	1.2	0.7	0	0.3	1.1	0.4	1.2	0.8	0.1	0.4	0.8	0.3	0.9	0.1	0.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9	0	0.6	1.4	1.3	0	0	2.7	3.2	4.4	2.5	2.5	2	1	2.7	0	2.4	3.7	0	5.1	1.9	0	0.2	1.6	0	3.8	0.8	3.4	1.5	0.4	2.5	0	0.8	0	1.5	1.4	1.9	0.5	0	1.4	2.8	0.7	4.7	0	1.1	10	0.2	4.3			1.512
136380	136440	1.7	0.8	2.5	0.6	1.7	1.6	0	0.7	2.3	0.3	0	0.5	1.9	0.3	2	0.3	1.1	0.3	1.2	0.3	0.5	0.1	1.1	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0.2	0.5	2.4	4.8	0	0	2.7	3.5	7	0.3	3.5	1.7	1.8	1.5	0	2	2.9	0	0	1	0	2.1	3.2	0	1.7	1	2.4	3	0.6	1.7	0	1.3	0	1.3	1.8	2.6	1.1	0	0.9	0	1.4	3.3	0	0	10.1	0	4.2			1.529
136440	136500	0.4	1.2	0.1	0.8	1	0.1	0.2	0.8	0.2	1.7	0.2	0.7	3.3	0.9	2.2	1	0.3	0.5	1.4	2.2	0.2	0.4	0.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0.9	0.4	2.6	6.8	0.2	0	1.1	5.1	5.4	0	5.8	0	0	4.3	1.2	2.5	4.6	0	3.4	1.5	0	1.8	5.1	0	3.4	1.5	1.2	1.1	1.3	2.1	0	1.1	0	0.7	0.9	1.2	1	0	1.5	0	0.1	1.9	0	1.1	9.2	1.7	4.4			1.546
136500	136560	0.5	0.3	2.4	0.4	1.2	0.8	1.2	0.9	0.1	0.6	0.1	0.4	4.3	1.7	0.6	0.1	1.3	0.6	0.8	1.2	0.2	1.9	2.8	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	1.9	1.6	0	7	0.8	0	3.4	4.3	2.4	0.6	5.5	4.8	1	3.9	3.6	1.4	0.1	0	1.9	0.6	0.5	1.7	0.1	0	1.8	1.2	1.8	4	1.2	1.5	0	1.2	0	0.9	1.1	0.6	3.4	0	1.6	0	1.8	1.1	0	0.5	10.4	4	4.5			1.562
136560	136620	1	0.5	0.4	0.7	1	1	0	0.1	3.3	0	1.2	0	3.9	0.7	1.5	2	2.3	1.1	1.2	2.2	0.5	0.6	0.1	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.8	3.2	1.2	0.7	0.5	0	1.8	3.9	0.5	1.8	4	4.8	0.9	0.8	5.1	2	0	0	1.1	2.8	0	1.9	2.6	0.1	1.9	1.4	0	5.5	0.9	0.9	0	2.5	0	0.4	2.2	0.3	4.9	0	5	0	2.1	1.4	0	0.9	10.6	0	2.9			1.579
136620	136680	0	1.4	2.3	1.9	1.6	0.9	0.6	0	0.8	0.3	1.4	0	3.1	0.2	0.9	1.3	1.5	0.4	1.5	0.9	0.9	0.5	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2.3	1.4	1	3.3	0.3	0	1.6	6	2.6	2.8	3.1	6.1	3.4	0	6.5	1.1	0.1	0	3.8	3	0	3.4	4.5	1.3	2.6	1.6	0	1.4	1.2	2.9	0	4.3	0	0	0	1.6	0.9	0	3.7	0	0	4.8	0	1	10.5	0	4.4			1.596
136680	136740	0.4	1	1.7	1.3	0.5	1.4	1.2	0.4	3.5	0	0.4	1	4.5	0.7	0.4	0.8	1.7	0.1	1.1	0.2	0.7	1.4	0.3	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4.4	0	0.5	0	0	4.7	5	3	2	2.4	0.6	4.5	0	5.8	2.6	0	0	6.5	4	0	2	4.5	4.3	3.7	0.9	1.1	1.8	4.5	0.5	0	2.8	0	0	0	0.6	0	0	3.5	0	0.2	4.5	0	0.6	8	5.1	0.8			1.612
136740	136800	0.6	0.3	0.8	4.1	1	1.3	0.2	0.8	0.5	0.5	0.9	0.3	3	1.4	0.8	0.6	1.1	0.3	0.2	0.3	0.2	1.3	0.1	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	4	0.5	4	0	0	2.5	7	4.5	2.2	5	8.8	4.6	0	7.2	2.2	0	0	9	0.3	0	4.6	1.3	0.9	3	1.2	0.1	2.4	4.1	2.6	0	0.2	0	0.1	0	0.7	0.9	0	3.8	0	2.9	4.4	0	0.1	10.2	3	2.6			1.629
136800	136860	0.3	0.6	0.2	1.2	1.1	0.2	1.1	1.5	0.5	0.8	0.1	0.5	5.7	0.3	0	1.1	0.8	0.7	0	1.1	0.7	0.2	0.4	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0.8	0.6	5.3	0	0.1	1.7	4.8	1.2	1.4	4.8	4.8	6	0.1	7.1	1.3	0.9	0	7.6	4.8	0	2.5	2	0	1.2	0.3	0	1.2	7.3	0.6	0	0.3	0	0.6	0	3.1	0.3	0	5.3	0	0.5	5.3	0	0.7	8.9	1.7	2.5			1.646
136860	136920	0.7	0.9	0.6	0.7	2.4	0.5	0.1	1.8	0.1	0.8	0.9	0.1	5.3	0.3	0.1	2	0.4	0.8	0.9	2.1	0.9	1	1.2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0.2	1.1	2.9	2.6	0	0.8	2.4	1.6	4.5	2.1	5.3	0.1	3.4	0.7	7	2	2.5	0	8.9	3	0.6	0.6	1.7	0.7	2.3	1.3	0	1	3.7	0.6	0	0.3	0	1.4	0	3.8	0	0	6.1	0	3.8	2.1	2.5	0.4	8.2	1.2	3.1			1.662
136920	136980	0.6	0.2	0.8	1.2	0.8	1	0.3	1	0.7	2.4	0.2	0	3.5	0.5	0.8	4.2	0.6	0.3	0.5	0.7	1	1	1.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	4.2	0.4	3.8	3	0	0	2.3	5.3	3.9	3.2	3.5	0	0.2	0.5	5.2	1.4	2.8	0	10.3	3.8	0	2.3	2.7	3.9	3.3	0.7	0	1.2	7.8	0.2	0	0.5	0	3.3	0	4	0	0	5.1	0	1.3	3.7	4.7	0.4	8.8	4.5	1.8			1.679
136980	137040	0.6	1.4	0.5	2.3	1.4	1	1.8	0.1	3	0.1	0.8	0.5	3.5	0.9	0.1	0.6	1.6	0.2	0.8	0.2	0.3	0.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	3.5	0.3	1.4	2.7	0	7.6	0.2	7.9	0	0.8	5.4	0	0	0.7	0	1.9	1.9	0	2.5	3.3	0	1.6	0.3	0	4.6	0.5	0.1	0.8	2.4	1.3	0	0.6	1.7	2.9	1.7	2.2	0	0	5.2	0	1	3.9	3	1.1	6.3	0.1	1.7			1.696
137040	137100	0.2	0.3	0.4	1.2	2.1	1.2	0.5	0.6	1.6	0.7	1.3	0.3	3	0.6	0.3	0.4	0.7	0.2	1	0.8	0.3	2	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	3.4	1.9	1.4	2.6	1.9	0.3	1.2	9.1	0.8	1.9	4.1	0	0.2	0.6	6.2	1.1	4.3	0	0	0.1	0	1.1	2.9	0	3.5	0.3	0	1.7	4.2	3	0	2	0	0.9	1	2.7	2.2	0	3	0	0.3	2.9	2.9	1.4	7.5	3.3	2.1			1.712
137100	137160	0.7	0.4	0.3	2.8	1.1	0.8	2	0	1.1	1.7	0	0.2	2.7	0.3	0.7	0.1	0.1	1.2	0.7	1.5	0.5	0.3	0.6	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6.4	1.6	1.6	0.5	1.1	0.1	0.5	8	4.8	0.8	5	0	0	0	7.5	2.4	3.8	0	0	0.2	0	2.1	4.5	0	3.7	0	1.5	0.7	5.6	1.5	0	0.3	0	1.5	1.6	3.2	2.7	0	3.3	1.7	0.4	2.1	0.1	3.7	10	5.1	0.6			1.729
137160	137220	0.3	0.4	0.9	1.7	2.1	0.4	0.6	0.7	1.4	1	0.6	0.1	4.9	0.3	0.5	1.5	0.4	0.4	0.3	0.6	1.2	0.2	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	5.5	1.2	2	1.9	3.1	2.5	2.6	5.2	5.2	0.9	4.6	0	1.4	0	6.9	1.5	3.5	0	0	6.8	9.2	1.2	4.3	0.5	2	0.4	1.2	0.1	4.3	1.4	0	1.3	0	1.5	4.4	1.6	3.5	0	3	3.1	1	0.8	6.4	1.2	7.9	4.8	0			1.746
